Keyword,Intent,Relevance,Related %,Volume,Trend,Pot. Traffic,PKD %,KD %,CPC (USD),Com.,SF,Results,Updated
bulk qr code generator 128,Informational,n/a,0,1.9K,,n/a,n/a,47,0.00,0.33,Go to a snapshot of the SERP for bulk qr code generator 128,122,1 month
dynamic qr code,Informational,n/a,0,1.9K,,n/a,n/a,60,0.10,0.10,7,128,1 month
location to qr code,Informational | Commercial,n/a,0,1.9K,,n/a,n/a,20,0.02,0.38,Go to a snapshot of the SERP for location to qr code,108,1 month
make qr code,Informational | Commercial,n/a,0,1.9K,,n/a,n/a,90,0.04,0.49,7,134,1 month
me qr code generator,Navigational,n/a,0,1.9K,,n/a,n/a,92,0.02,0.32,Go to a snapshot of the SERP for me qr code generator,105,1 month
model qr code,Informational,n/a,0,1.9K,,n/a,n/a,92,0.00,0.33,Go to a snapshot of the SERP for model qr code,136,1 month
npci qr code generator,Informational,n/a,0,1.9K,,n/a,n/a,23,0.00,0.33,1,68,1 month
qr card,Informational,n/a,0,1.9K,,n/a,n/a,71,0.10,0.07,6,135,1 month
qr code card,Informational,n/a,0,1.9K,,n/a,n/a,38,0.10,0.07,7,121,1 month
qr code design,Informational,n/a,0,1.9K,,n/a,n/a,80,0.04,0.18,Go to a snapshot of the SERP for qr code design,125,1 month
qr code high resolution,Informational,n/a,0,1.9K,,n/a,n/a,80,0.00,0.33,5,132,1 month
qr to link,Commercial,n/a,0,1.9K,,n/a,n/a,42,0.17,0.03,Go to a snapshot of the SERP for qr to link,131,1 month
qr website,Informational,n/a,0,1.9K,,n/a,n/a,96,0.04,0.14,4,126,1 month
sptp code,Commercial,n/a,0,1.9K,,n/a,n/a,60,0.00,0.01,3,135,1 month
the qr,Informational,n/a,0,1.9K,,n/a,n/a,91,0.06,0.01,3,130,1 month
the qr code,Informational,n/a,0,1.9K,,n/a,n/a,65,0.06,0.01,3,130,1 month
web qr code,Informational,n/a,0,1.9K,,n/a,n/a,83,0.04,0.14,3,130,1 month
you are code,Informational,n/a,0,1.9K,,n/a,n/a,77,0.05,0.31,6,132,1 month
youtube qr code generator,Informational,n/a,0,1.9K,,n/a,n/a,29,0.02,0.04,4,125,1 month
3d qr code generator,Informational,n/a,0,1.6K,,n/a,n/a,30,0.00,0.05,Go to a snapshot of the SERP for 3d qr code generator,126,1 month
barcode or qr code,Informational,n/a,0,1.6K,,n/a,n/a,40,0.00,0.33,Go to a snapshot of the SERP for barcode or qr code,98,1 month
bulk barcode scanner,Informational,n/a,0,1.6K,,n/a,n/a,46,0.26,0.06,Go to a snapshot of the SERP for bulk barcode scanner,166,1 month
circular qr code,Informational,n/a,0,1.6K,,n/a,n/a,30,0.00,0.00,6,80,1 month
download qr code image,Informational,n/a,0,1.6K,,n/a,n/a,37,0.00,0.33,Go to a snapshot of the SERP for download qr code image,81,1 month
draw qr code,Informational,n/a,0,1.6K,,n/a,n/a,90,0.00,0.00,Go to a snapshot of the SERP for draw qr code,69,1 month
facebook qr code generator free,Informational,n/a,0,1.6K,,n/a,n/a,30,0.02,0.01,5,113,1 month
google chrome qr code generator,Informational,n/a,0,1.6K,,n/a,n/a,50,0.02,0.01,Go to a snapshot of the SERP for google chrome qr code generator,103,1 month
google map qr code generator,Informational,n/a,0,1.6K,,n/a,n/a,27,0.02,0.25,Go to a snapshot of the SERP for google map qr code generator,79,1 month
link to qr code generator,Commercial,n/a,0,1.6K,,n/a,n/a,85,0.03,0.58,5,126,1 month
product qr,Informational,n/a,0,1.6K,,n/a,n/a,54,0.11,0.01,7,133,1 month
product qr code,Informational,n/a,0,1.6K,,n/a,n/a,50,0.11,0.01,6,137,1 month
q r code,Informational,n/a,0,1.6K,,n/a,n/a,83,0.02,0.02,6,134,1 month
qr code creator app,Informational,n/a,0,1.6K,,n/a,n/a,73,0.04,0.06,Go to a snapshot of the SERP for qr code creator app,159,1 month
qr code for business,Informational,n/a,0,1.6K,,n/a,n/a,37,0.24,0.04,7,136,1 month
qr code free money,Informational,n/a,0,1.6K,,n/a,n/a,54,0.00,0.33,Go to a snapshot of the SERP for qr code free money,130,1 month
qr code generator 128,Informational,n/a,0,1.6K,,n/a,n/a,59,0.58,0.01,4,115,1 month
qr code generator bulk,Informational,n/a,0,1.6K,,n/a,n/a,37,0.28,0.01,4,123,1 month
qr code generator com,Informational,n/a,0,1.6K,,n/a,n/a,81,0.02,0.31,Go to a snapshot of the SERP for qr code generator com,183,1 month
qr code google chrome,Informational,n/a,0,1.6K,,n/a,n/a,50,0.00,0.33,5,104,1 month
qr code scanner sample,Informational,n/a,0,1.6K,,n/a,n/a,50,0.00,0.33,Go to a snapshot of the SERP for qr code scanner sample,132,1 month
qr code sheet,Informational,n/a,0,1.6K,,n/a,n/a,31,0.00,0.33,6,105,1 month
qr code slip,Informational,n/a,0,1.6K,,n/a,n/a,43,0.00,0.33,Go to a snapshot of the SERP for qr code slip,112M,1 month
qr code wording,Informational,n/a,0,1.6K,,n/a,n/a,65,0.00,0.33,8,123,1 month
qr sheet,Informational,n/a,0,1.6K,,n/a,n/a,37,0.00,0.33,6,314M,1 month
qr st,Informational,n/a,0,1.6K,,n/a,n/a,55,0.00,0.33,Go to a snapshot of the SERP for qr st,1.1B,1 month
qrcode generator com,Informational,n/a,0,1.6K,,n/a,n/a,86,0.02,0.28,Go to a snapshot of the SERP for qrcode generator com,80,1 month
static qr,Informational,n/a,0,1.6K,,n/a,n/a,63,0.06,0.03,Go to a snapshot of the SERP for static qr,125,1 month
static qr code,Informational,n/a,0,1.6K,,n/a,n/a,88,0.05,0.02,Go to a snapshot of the SERP for static qr code,131,1 month
working qr code,Informational,n/a,0,1.6K,,n/a,n/a,77,0.00,0.33,8,136,1 month
address qr code generator,Informational,n/a,0,1.3K,,n/a,n/a,81,0.05,0.34,Go to a snapshot of the SERP for address qr code generator,121,1 month
amazon gift card generator,Transactional,n/a,0,1.3K,,n/a,n/a,43,0.09,0.01,1,24.4M,1 month
barcode share it,Informational,n/a,0,1.3K,,n/a,n/a,29,0.00,0.33,5,56,1 month
barcode tec it,Navigational,n/a,0,1.3K,,n/a,n/a,41,0.08,0.04,Go to a snapshot of the SERP for barcode tec it,39,1 month
copy qr code,Informational,n/a,0,1.3K,,n/a,n/a,69,0.00,0.33,6,137,1 month
create qr code eps,Informational,n/a,0,1.3K,,n/a,n/a,60,0.00,0.33,Go to a snapshot of the SERP for create qr code eps,133,1 month
custom shape qr code,Informational,n/a,0,1.3K,,n/a,n/a,25,0.00,0.33,5,134,1 month
document with qr code,Informational,n/a,0,1.3K,,n/a,n/a,28,0.00,0.33,Go to a snapshot of the SERP for document with qr code,104,1 month
fake qr code generator,Informational,n/a,0,1.3K,,n/a,n/a,96,0.00,0.33,3,135,1 month
free qr code generator google,Commercial,n/a,0,1.3K,,n/a,n/a,97,0.04,0.18,6,126,1 month
generate qr code for location,Informational,n/a,0,1.3K,,n/a,n/a,26,0.02,0.50,Go to a snapshot of the SERP for generate qr code for location,112,1 month
generator barcode,Navigational,n/a,0,1.3K,,n/a,n/a,60,0.00,0.01,4,102,1 month
gold qr codes,Informational,n/a,0,1.3K,,n/a,n/a,26,0.06,0.00,5,132,1 month
goqr,Navigational,n/a,0,1.3K,,n/a,n/a,29,0.02,0.04,Go to a snapshot of the SERP for goqr,n/a,1 month
how to make a qr code,Informational,n/a,0,1.3K,,n/a,n/a,88,0.03,0.31,Go to a snapshot of the SERP for how to make a qr code,102,1 month
manual qr code,Informational,n/a,0,1.3K,,n/a,n/a,43,0.00,0.33,Go to a snapshot of the SERP for manual qr code,112,1 month
map qr code generator,Commercial,n/a,0,1.3K,,n/a,n/a,30,0.02,0.34,Go to a snapshot of the SERP for map qr code generator,103,1 month
money qr code,Informational,n/a,0,1.3K,,n/a,n/a,49,0.00,0.33,Go to a snapshot of the SERP for money qr code,130,1 month
mr qr,Navigational,n/a,0,1.3K,,n/a,n/a,n/a,0.02,0.13,Go to a snapshot of the SERP for mr qr,n/a,1 month
new barcode generator,Informational,n/a,0,1.3K,,n/a,n/a,59,0.08,0.01,Go to a snapshot of the SERP for new barcode generator,102,1 month
or generator,Commercial,n/a,0,1.3K,,n/a,n/a,85,0.06,0.07,2,112,1 month
professional qr code generator,Informational,n/a,0,1.3K,,n/a,n/a,85,0.09,0.03,3,129,1 month
qr code for id card,Informational,n/a,0,1.3K,,n/a,n/a,24,0.00,0.33,Go to a snapshot of the SERP for qr code for id card,114,1 month
qr code generator app,Informational,n/a,0,1.3K,,n/a,n/a,74,0.05,0.08,3,149,1 month
qr code generator design,Informational,n/a,0,1.3K,,n/a,n/a,59,0.04,0.06,3,130,1 month
qr code generator eps,Commercial,n/a,0,1.3K,,n/a,n/a,75,0.00,0.33,Go to a snapshot of the SERP for qr code generator eps,113,1 month
qr code generator pro,Commercial,n/a,0,1.3K,,n/a,n/a,87,0.07,0.05,3,134,1 month
qr code generator video,Informational,n/a,0,1.3K,,n/a,n/a,32,0.02,0.13,Go to a snapshot of the SERP for qr code generator video,126,1 month
qr code hd,Informational,n/a,0,1.3K,,n/a,n/a,50,0.00,0.33,Go to a snapshot of the SERP for qr code hd,135,1 month
qr code me,Informational,n/a,0,1.3K,,n/a,n/a,92,0.01,0.05,7,135,1 month
qr code scanner generator,Informational,n/a,0,1.3K,,n/a,n/a,75,0.04,0.08,Go to a snapshot of the SERP for qr code scanner generator,137,1 month
qr me,Navigational,n/a,0,1.3K,,n/a,n/a,83,0.01,0.05,5,n/a,1 month
scan the qr code to,Informational,n/a,0,1.3K,,n/a,n/a,70,0.01,0.02,5,136,1 month
special qr codes,Informational,n/a,0,1.3K,,n/a,n/a,38,0.00,0.33,4,123,1 month
sptp generator,Informational,n/a,0,1.3K,,n/a,n/a,62,0.00,0.02,Go to a snapshot of the SERP for sptp generator,135,1 month
the barcode,Informational,n/a,0,1.3K,,n/a,n/a,46,0.00,0.02,Go to a snapshot of the SERP for the barcode,104,1 month
universal qr code generator,Commercial,n/a,0,1.3K,,n/a,n/a,28,0.24,0.03,Go to a snapshot of the SERP for universal qr code generator,96,1 month
url code png,Informational,n/a,0,1.3K,,n/a,n/a,33,0.00,0.33,Go to a snapshot of the SERP for url code png,138,1 month
barcode licence,Informational,n/a,0,1.0K,,n/a,n/a,24,0.22,0.01,Go to a snapshot of the SERP for barcode licence,104,1 month
best free qr code generator,Commercial,n/a,0,1.0K,,n/a,n/a,90,0.05,0.17,Go to a snapshot of the SERP for best free qr code generator,39,1 month
bhim qr code generator,Commercial,n/a,0,1.0K,,n/a,n/a,12,0.00,0.00,Go to a snapshot of the SERP for bhim qr code generator,57,1 month
br code generator,Navigational,n/a,0,1.0K,,n/a,n/a,69,0.22,0.01,Go to a snapshot of the SERP for br code generator,120,1 month
branded qr code,Informational,n/a,0,1.0K,,n/a,n/a,80,0.06,0.01,Go to a snapshot of the SERP for branded qr code,128,1 month
bulk barcode generator qr,Informational,n/a,0,1.0K,,n/a,n/a,37,0.15,0.01,Go to a snapshot of the SERP for bulk barcode generator qr,98,1 month
create custom qr code,Informational,n/a,0,1.0K,,n/a,n/a,84,0.04,0.03,Go to a snapshot of the SERP for create custom qr code,130,1 month
create customized qr code,Informational,n/a,0,1.0K,,n/a,n/a,83,0.06,0.01,4,126,1 month
create qr code free,Informational,n/a,0,1.0K,,n/a,n/a,85,0.05,0.25,Go to a snapshot of the SERP for create qr code free,130,1 month
create qr code vector,Informational,n/a,0,1.0K,,n/a,n/a,59,0.06,0.01,Go to a snapshot of the SERP for create qr code vector,129,1 month
dot code generator,Informational,n/a,0,1.0K,,n/a,n/a,46,0.00,0.33,3,131,1 month
dummy qr code,Informational,n/a,0,1.0K,,n/a,n/a,76,0.00,0.01,Go to a snapshot of the SERP for dummy qr code,133,1 month
fake aadhar generator,Informational,n/a,0,1.0K,,n/a,n/a,20,0.00,0.33,Go to a snapshot of the SERP for fake aadhar generator,279K,1 month
generate qr,Commercial,n/a,0,1.0K,,n/a,n/a,87,0.04,0.06,Go to a snapshot of the SERP for generate qr,133,1 month
gm qr code,Informational,n/a,0,1.0K,,n/a,n/a,13,0.00,0.33,Go to a snapshot of the SERP for gm qr code,109,1 month
google review qr code generator,Informational,n/a,0,1.0K,,n/a,n/a,47,0.03,0.16,Go to a snapshot of the SERP for google review qr code generator,86,1 month
how to generate location qr code,Informational,n/a,0,1.0K,,n/a,n/a,21,0.05,0.59,6,98,1 month
how to generate qr code for location,Informational,n/a,0,1.0K,,n/a,n/a,21,0.02,0.49,Go to a snapshot of the SERP for how to generate qr code for location,99,1 month
id barcode,Informational,n/a,0,1.0K,,n/a,n/a,54,0.27,0.33,6,106,1 month
line qr code,Informational,n/a,0,1.0K,,n/a,n/a,26,0.00,0.33,Go to a snapshot of the SERP for line qr code,94,1 month
link to scanner,Commercial,n/a,0,1.0K,,n/a,n/a,84,0.02,0.30,3,130,1 month
mi barcode,Navigational,n/a,0,1.0K,,n/a,n/a,31,0.00,0.33,Go to a snapshot of the SERP for mi barcode,52,1 month
my qr code generator,Informational,n/a,0,1.0K,,n/a,n/a,90,0.02,0.28,Go to a snapshot of the SERP for my qr code generator,136,1 month
q ar code,Informational,n/a,0,1.0K,,n/a,n/a,97,0.00,0.33,Go to a snapshot of the SERP for q ar code,130,1 month
q code,Informational,n/a,0,1.0K,,n/a,n/a,66,0.02,0.01,Go to a snapshot of the SERP for q code,137,1 month
qr code canvas,Informational,n/a,0,1.0K,,n/a,n/a,39,0.00,0.33,3,107,1 month
qr code for web link,Informational,n/a,0,1.0K,,n/a,n/a,88,0.04,0.12,Go to a snapshot of the SERP for qr code for web link,114,1 month
qr code generator by tec it,Navigational,n/a,0,1.0K,,n/a,n/a,29,0.15,0.08,6,n/a,1 month
qr code generator canva,Transactional | Navigational,n/a,0,1.0K,,n/a,n/a,38,0.08,0.01,5,n/a,1 month
qr code generator vector,Informational,n/a,0,1.0K,,n/a,n/a,75,0.06,0.01,Go to a snapshot of the SERP for qr code generator vector,79,1 month
qr code generator vector image,Informational,n/a,0,1.0K,,n/a,n/a,64,0.06,0.01,Go to a snapshot of the SERP for qr code generator vector image,138,1 month
qr code generator with link,Commercial,n/a,0,1.0K,,n/a,n/a,89,0.04,0.60,5,125,1 month
qr code generator with logo,Commercial,n/a,0,1.0K,,n/a,n/a,81,0.05,0.18,4,122,1 month
qr code of product,Informational,n/a,0,1.0K,,n/a,n/a,49,0.00,0.33,Go to a snapshot of the SERP for qr code of product,131,1 month
qr code of products,Informational,n/a,0,1.0K,,n/a,n/a,46,0.00,0.33,Go to a snapshot of the SERP for qr code of products,127,1 month
qr code real,Informational,n/a,0,1.0K,,n/a,n/a,78,0.09,0.33,5,133,1 month
qr code sign,Informational,n/a,0,1.0K,,n/a,n/a,22,0.00,0.01,5,131,1 month
qr generator vector,Commercial,n/a,0,1.0K,,n/a,n/a,60,0.06,0.01,Go to a snapshot of the SERP for qr generator vector,112,1 month
qr label,Informational,n/a,0,1.0K,,n/a,n/a,23,0.00,0.33,Go to a snapshot of the SERP for qr label,132,1 month
qr online,Informational,n/a,0,1.0K,,n/a,n/a,79,0.10,0.00,3,127,1 month
qrcodes,Informational,n/a,0,1.0K,,n/a,n/a,92,0.01,0.01,5,134,1 month
qrg code,Informational,n/a,0,1.0K,,n/a,n/a,87,0.00,0.33,Go to a snapshot of the SERP for qrg code,132,1 month
qw code,Informational,n/a,0,1.0K,,n/a,n/a,57,0.00,0.33,Go to a snapshot of the SERP for qw code,135,1 month
random barcode number generator,Informational,n/a,0,1.0K,,n/a,n/a,51,0.00,0.33,Go to a snapshot of the SERP for random barcode number generator,134,1 month
random qr code,Informational,n/a,0,1.0K,,n/a,n/a,30,0.08,0.33,7,91,1 month
real qr code,Informational,n/a,0,1.0K,,n/a,n/a,79,0.09,0.33,6,133,1 month
scan here to register,Informational | Transactional,n/a,0,1.0K,,n/a,n/a,20,0.00,0.33,Go to a snapshot of the SERP for scan here to register,125,1 month
scan maker,Informational,n/a,0,1.0K,,n/a,n/a,73,0.04,0.21,Go to a snapshot of the SERP for scan maker,134,1 month
scan qr card,Informational,n/a,0,1.0K,,n/a,n/a,77,0.00,0.33,Go to a snapshot of the SERP for scan qr card,133,1 month
scanner qr code online,Informational | Commercial,n/a,0,1.0K,,n/a,n/a,71,0.00,0.01,5,112,1 month
shop qr code,Informational,n/a,0,1.0K,,n/a,n/a,39,0.00,0.33,Go to a snapshot of the SERP for shop qr code,102,1 month
social media qr code,Informational,n/a,0,1.0K,,n/a,n/a,29,1.31,0.01,Go to a snapshot of the SERP for social media qr code,124,1 month
universal upi qr code generator,Informational,n/a,0,1.0K,,n/a,n/a,21,0.35,0.02,Go to a snapshot of the SERP for universal upi qr code generator,61,1 month
upi barcode generator,Informational,n/a,0,1.0K,,n/a,n/a,28,0.00,0.33,Go to a snapshot of the SERP for upi barcode generator,59,1 month
upi generate qr code,Commercial,n/a,0,1.0K,,n/a,n/a,25,0.00,0.33,1,63,1 month
web link to qr code,Commercial,n/a,0,1.0K,,n/a,n/a,85,0.04,0.12,Go to a snapshot of the SERP for web link to qr code,121,1 month
whatsapp qr code generator,Informational,n/a,0,1.0K,,n/a,n/a,13,0.02,0.10,Go to a snapshot of the SERP for whatsapp qr code generator,89,1 month
1d qr code,Informational,n/a,0,880,,n/a,n/a,58,0.00,0.33,Go to a snapshot of the SERP for 1d qr code,132,1 month
barcode pan card,Informational,n/a,0,880,,n/a,n/a,29,0.00,0.33,Go to a snapshot of the SERP for barcode pan card,166,1 month
cardboard barcode,Informational,n/a,0,880,,n/a,n/a,29,0.00,0.33,Go to a snapshot of the SERP for cardboard barcode,160,1 month
code generator free,Commercial,n/a,0,880,,n/a,n/a,68,0.41,0.19,Go to a snapshot of the SERP for code generator free,133,1 month
create qr code for business card,Informational,n/a,0,880,,n/a,n/a,44,0.08,0.15,Go to a snapshot of the SERP for create qr code for business card,122,1 month
create qr code for website,Informational,n/a,0,880,,n/a,n/a,83,0.07,0.22,Go to a snapshot of the SERP for create qr code for website,118,1 month
create qr code from url,Informational,n/a,0,880,,n/a,n/a,86,0.04,0.48,7,117,1 month
duplicate barcode,Navigational,n/a,0,880,,n/a,n/a,61,1.07,0.03,5,105,1 month
easy qr code,Informational,n/a,0,880,,n/a,n/a,90,0.00,0.33,8,128,1 month
flipkart gift card generator,Informational | Transactional,n/a,0,880,,n/a,n/a,23,0.17,0.01,Go to a snapshot of the SERP for flipkart gift card generator,555K,1 month
free qr,Commercial,n/a,0,880,,n/a,n/a,86,0.05,0.11,7,132,1 month
free qr code generator with logo,Informational,n/a,0,880,,n/a,n/a,83,0.04,0.18,Go to a snapshot of the SERP for free qr code generator with logo,131,1 month
free qr code scanner,Commercial,n/a,0,880,,n/a,n/a,77,0.02,0.06,4,135,1 month
iqr code,Informational,n/a,0,880,,n/a,n/a,20,0.00,0.33,Go to a snapshot of the SERP for iqr code,130,1 month
link to qr code converter,Commercial,n/a,0,880,,n/a,n/a,90,0.02,0.54,Go to a snapshot of the SERP for link to qr code converter,124,1 month
location barcode generator,Informational,n/a,0,880,,n/a,n/a,34,0.01,0.28,Go to a snapshot of the SERP for location barcode generator,87,1 month
location qr code generator free,Commercial,n/a,0,880,,n/a,n/a,41,0.02,0.25,Go to a snapshot of the SERP for location qr code generator free,18,1 month
make qr code of link,Commercial,n/a,0,880,,n/a,n/a,89,0.03,0.66,Go to a snapshot of the SERP for make qr code of link,121,1 month
micro qr code generator,Informational,n/a,0,880,,n/a,n/a,30,0.04,0.33,Go to a snapshot of the SERP for micro qr code generator,113,1 month
multiple qr code generator,Informational,n/a,0,880,,n/a,n/a,37,0.05,0.03,Go to a snapshot of the SERP for multiple qr code generator,122,1 month
my qr,Navigational,n/a,0,880,,n/a,n/a,94,0.02,0.09,4,n/a,1 month
parcel barcode,Informational,n/a,0,880,,n/a,n/a,28,0.00,0.33,Go to a snapshot of the SERP for parcel barcode,133,1 month
photo to qr code,Commercial,n/a,0,880,,n/a,n/a,30,0.01,0.32,3,126,1 month
q are code,Informational,n/a,0,880,,n/a,n/a,86,0.02,0.03,Go to a snapshot of the SERP for q are code,132,1 month
qr code 1234,Informational,n/a,0,880,,n/a,n/a,44,0.00,0.33,Go to a snapshot of the SERP for qr code 1234,156M,1 month
qr code business card generator,Commercial,n/a,0,880,,n/a,n/a,44,0.08,0.18,Go to a snapshot of the SERP for qr code business card generator,122,1 month
qr code editor,Informational,n/a,0,880,,n/a,n/a,81,0.05,0.09,6,135,1 month
qr code g,Commercial,n/a,0,880,,n/a,n/a,88,0.06,0.01,6,132,1 month
qr code generator adobe,Informational | Navigational,n/a,0,880,,n/a,n/a,37,0.53,0.01,4,102,1 month
qr code generator upi,Informational,n/a,0,880,,n/a,n/a,30,0.00,0.33,Go to a snapshot of the SERP for qr code generator upi,61,1 month
qr code grid,Informational,n/a,0,880,,n/a,n/a,39,0.00,0.33,Go to a snapshot of the SERP for qr code grid,129,1 month
qr code html,Informational,n/a,0,880,,n/a,n/a,32,0.00,0.33,Go to a snapshot of the SERP for qr code html,38,1 month
qr code id,Informational,n/a,0,880,,n/a,n/a,70,0.00,0.33,7,1.5B,1 month
qr code maker free,Commercial,n/a,0,880,,n/a,n/a,79,0.04,0.43,Go to a snapshot of the SERP for qr code maker free,134,1 month
qr code test page,Informational,n/a,0,880,,n/a,n/a,76,0.00,0.33,Go to a snapshot of the SERP for qr code test page,124,1 month
qr code with name,Commercial,n/a,0,880,,n/a,n/a,80,0.01,0.33,Go to a snapshot of the SERP for qr code with name,131,1 month
qr creator,Commercial,n/a,0,880,,n/a,n/a,86,0.04,0.29,Go to a snapshot of the SERP for qr creator,20,1 month
qr g,Informational | Commercial,n/a,0,880,,n/a,n/a,86,0.04,0.03,4,137,1 month
qr html,Informational,n/a,0,880,,n/a,n/a,55,0.00,0.33,Go to a snapshot of the SERP for qr html,108,1 month
qr id,Informational,n/a,0,880,,n/a,n/a,82,0.00,0.33,6,1.6B,1 month
quick qr,Navigational,n/a,0,880,,n/a,n/a,34,0.02,0.19,4,58,1 month
quick qr code,Navigational,n/a,0,880,,n/a,n/a,39,0.02,0.19,Go to a snapshot of the SERP for quick qr code,134,1 month
static qr code generator,Informational,n/a,0,880,,n/a,n/a,80,0.05,0.37,Go to a snapshot of the SERP for static qr code generator,129,1 month
the barcode generator,Informational,n/a,0,880,,n/a,n/a,57,0.61,0.01,3,107,1 month
white qr code,Informational,n/a,0,880,,n/a,n/a,34,0.00,0.33,Go to a snapshot of the SERP for white qr code,99,1 month
www the qr code generate,Informational,n/a,0,880,,n/a,n/a,86,0.03,0.05,4,133,1 month
ybl qr code generator,Informational,n/a,0,880,,n/a,n/a,30,0.69,0.01,3,87,1 month
ai qr code generator,Commercial,n/a,0,720,,n/a,n/a,68,0.06,0.23,3,125,1 month
barcode generator from link,Commercial,n/a,0,720,,n/a,n/a,58,0.06,0.07,4,96,1 month
barcode scanner generator,Navigational,n/a,0,720,,n/a,n/a,50,0.05,0.01,Go to a snapshot of the SERP for barcode scanner generator,173,1 month
best qr code generator,Commercial,n/a,0,720,,n/a,n/a,63,0.08,0.27,Go to a snapshot of the SERP for best qr code generator,124,1 month
blinkit qr code generator,Commercial,n/a,0,720,,n/a,n/a,26,0.30,0.01,Go to a snapshot of the SERP for blinkit qr code generator,104,1 month
contact qr code generator,Commercial,n/a,0,720,,n/a,n/a,78,0.06,0.25,5,112,1 month
convert url to qr code,Informational,n/a,0,720,,n/a,n/a,83,0.04,0.59,Go to a snapshot of the SERP for convert url to qr code,117,1 month
create qr code for location,Informational,n/a,0,720,,n/a,n/a,30,0.02,0.50,5,107,1 month
dbl qr code generator,Informational,n/a,0,720,,n/a,n/a,25,0.00,0.33,Go to a snapshot of the SERP for dbl qr code generator,113,1 month
free upi qr code generator,Informational,n/a,0,720,,n/a,n/a,30,0.45,0.01,Go to a snapshot of the SERP for free upi qr code generator,63,1 month
gogr,Informational,n/a,0,720,,n/a,n/a,32,0.00,0.03,Go to a snapshot of the SERP for gogr,105,1 month
google barcode generator,Navigational,n/a,0,720,,n/a,n/a,57,0.12,0.01,4,130,1 month
halftone qr code generator,Informational,n/a,0,720,,n/a,n/a,23,0.00,0.33,Go to a snapshot of the SERP for halftone qr code generator,102,1 month
how to create qr code for website,Informational,n/a,0,720,,n/a,n/a,84,0.07,0.27,Go to a snapshot of the SERP for how to create qr code for website,19,1 month
how to make a qr code for a website,Informational,n/a,0,720,,n/a,n/a,77,0.07,0.19,Go to a snapshot of the SERP for how to make a qr code for a website,103,1 month
link convert to qr code,Informational,n/a,0,720,,n/a,n/a,83,0.03,0.47,Go to a snapshot of the SERP for link convert to qr code,125,1 month
link to barcode generator,Informational | Commercial,n/a,0,720,,n/a,n/a,66,0.02,0.39,Go to a snapshot of the SERP for link to barcode generator,104,1 month
me code,Informational | Navigational,n/a,0,720,,n/a,n/a,44,0.03,0.03,Go to a snapshot of the SERP for me code,137,1 month
minimalist qr code,Informational,n/a,0,720,,n/a,n/a,17,0.00,0.33,Go to a snapshot of the SERP for minimalist qr code,91,1 month
mobile barcode,Informational,n/a,0,720,,n/a,n/a,60,0.00,0.33,5,106,1 month
mrp barcode,Informational,n/a,0,720,,n/a,n/a,21,0.09,0.20,Go to a snapshot of the SERP for mrp barcode,108,1 month
phonepe qr code generator,Informational,n/a,0,720,,n/a,n/a,28,0.00,0.33,Go to a snapshot of the SERP for phonepe qr code generator,100,1 month
qr bulk code generator,Informational,n/a,0,720,,n/a,n/a,n/a,0.00,0.01,Go to a snapshot of the SERP for qr bulk code generator,123,1 month
qr code ai,Informational,n/a,0,720,,n/a,n/a,46,0.05,0.04,Go to a snapshot of the SERP for qr code ai,124,1 month
qr code generator chrome,Informational,n/a,0,720,,n/a,n/a,57,0.06,0.01,Go to a snapshot of the SERP for qr code generator chrome,120,1 month
qr code generator for google forms,Informational,n/a,0,720,,n/a,n/a,38,0.02,0.16,Go to a snapshot of the SERP for qr code generator for google forms,92,1 month
qr code generator text,Informational | Commercial,n/a,0,720,,n/a,n/a,74,0.02,0.23,Go to a snapshot of the SERP for qr code generator text,126,1 month
qr code generator tool,Commercial,n/a,0,720,,n/a,n/a,91,0.13,0.06,Go to a snapshot of the SERP for qr code generator tool,133,1 month
qr code module,Informational,n/a,0,720,,n/a,n/a,73,0.00,0.33,Go to a snapshot of the SERP for qr code module,130,1 month
qr code money.com,Informational,n/a,0,720,,n/a,n/a,70,0.00,0.33,3,95,1 month
qr code t,Informational,n/a,0,720,,n/a,n/a,90,0.00,0.33,Go to a snapshot of the SERP for qr code t,131,1 month
qr code video,Informational,n/a,0,720,,n/a,n/a,30,0.02,0.04,Go to a snapshot of the SERP for qr code video,106,1 month
qr code with text below,Informational,n/a,0,720,,n/a,n/a,59,0.00,0.33,Go to a snapshot of the SERP for qr code with text below,118,1 month
qr explorer,Navigational,n/a,0,720,,n/a,n/a,57,0.00,0.30,Go to a snapshot of the SERP for qr explorer,108,1 month
qr to text,Informational,n/a,0,720,,n/a,n/a,52,0.00,0.00,Go to a snapshot of the SERP for qr to text,18,1 month
qrme,Commercial,n/a,0,720,,n/a,n/a,37,0.02,0.24,3,128,1 month
random qr code png,Informational,n/a,0,720,,n/a,n/a,32,0.00,0.33,Go to a snapshot of the SERP for random qr code png,80,1 month
rugged barcode generator,Informational,n/a,0,720,,n/a,n/a,57,0.00,0.01,2,97,1 month
scan me qr code,Navigational,n/a,0,720,,n/a,n/a,67,0.04,0.06,3,104,1 month
sptp code generator,Informational,n/a,0,720,,n/a,n/a,57,0.47,0.04,Go to a snapshot of the SERP for sptp code generator,139,1 month
sptp qr code generator,Informational,n/a,0,720,,n/a,n/a,52,0.00,0.33,Go to a snapshot of the SERP for sptp qr code generator,133,1 month
