Keyword,Intent,Relevance,Related %,Volume,Trend,Pot. Traffic,PKD %,KD %,CPC (USD),Com.,SF,Results,Updated
qr code drucken,Informational,n/a,0,480,,n/a,n/a,28,1.33,0.54,Go to a snapshot of the SERP for qr code drucken,131,1 month
qr code free,Informational,n/a,0,480,,n/a,n/a,70,0.65,0.68,Go to a snapshot of the SERP for qr code free,131,1 month
qr code generator free ohne anmeldung,Transactional,n/a,0,480,,n/a,n/a,49,0.29,0.65,4,133,1 month
qr code genrator,Commercial,n/a,0,480,,n/a,n/a,64,0.58,0.61,Go to a snapshot of the SERP for qr code genrator,120,1 month
qr code install,Informational,n/a,0,480,,n/a,n/a,56,0.35,0.53,6,125,1 month
qr code io,Navigational,n/a,0,480,,n/a,n/a,28,0.56,0.43,Go to a snapshot of the SERP for qr code io,114,1 month
qr code online erstellen,Commercial,n/a,0,480,,n/a,n/a,56,0.44,0.58,Go to a snapshot of the SERP for qr code online erstellen,122,1 month
qr code papier,Informational,n/a,0,480,,n/a,n/a,8,0.00,0.33,7,113,1 month
qr code selbst erstellen,Informational,n/a,0,480,,n/a,n/a,50,0.63,0.66,7,133,1 month
qr code tester,Informational,n/a,0,480,,n/a,n/a,15,1.06,0.33,Go to a snapshot of the SERP for qr code tester,20,1 month
qr code visitenkarte erstellen,Informational,n/a,0,480,,n/a,n/a,23,2.03,1.00,6,119,1 month
qr code with google,Informational,n/a,0,480,,n/a,n/a,62,0.55,0.41,Go to a snapshot of the SERP for qr code with google,102,1 month
qr kód,Informational,n/a,0,480,,n/a,n/a,61,0.35,0.05,Go to a snapshot of the SERP for qr kód,128,1 month
qr png,Informational,n/a,0,480,,n/a,n/a,43,1.06,0.09,6,95,1 month
qr-code generator kostenlos ohne anmeldung,Informational | Transactional,n/a,0,480,,n/a,n/a,58,0.43,0.73,Go to a snapshot of the SERP for qr-code generator kostenlos ohne anmeldung,109,1 month
qr-codes,Informational,n/a,0,480,,n/a,n/a,72,0.48,0.24,Go to a snapshot of the SERP for qr-codes,126,1 month
qr.,Informational,n/a,0,480,,n/a,n/a,72,0.45,0.10,Go to a snapshot of the SERP for qr.,134,1 month
qrcode generieren,Commercial,n/a,0,480,,n/a,n/a,54,0.65,0.74,6,124,1 month
qrfy,Transactional | Navigational,n/a,0,480,,n/a,n/a,32,0.00,0.00,Go to a snapshot of the SERP for qrfy,111,1 month
qrqr,Informational,n/a,0,480,,n/a,n/a,28,0.45,0.10,Go to a snapshot of the SERP for qrqr,107,1 month
this is a qr code,Informational,n/a,0,480,,n/a,n/a,74,0.51,0.12,Go to a snapshot of the SERP for this is a qr code,129,1 month
visitenkarte als qr code,Informational,n/a,0,480,,n/a,n/a,24,1.59,1.00,Go to a snapshot of the SERP for visitenkarte als qr code,116,1 month
wie wird ein qr code erstellt,Informational,n/a,0,480,,n/a,n/a,53,0.95,0.68,Go to a snapshot of the SERP for wie wird ein qr code erstellt,118,1 month
2d qr barcode,Informational,n/a,0,390,,n/a,n/a,20,1.33,0.07,Go to a snapshot of the SERP for 2d qr barcode,185,1 month
code monkey,Informational,n/a,0,390,,n/a,n/a,79,0.74,0.24,Go to a snapshot of the SERP for code monkey,132,1 month
cr code,Informational,n/a,0,390,,n/a,n/a,41,0.46,0.26,7,130,1 month
create qr code for web address,Informational,n/a,0,390,,n/a,n/a,90,0.69,0.70,Go to a snapshot of the SERP for create qr code for web address,120,1 month
create qr code online,Informational,n/a,0,390,,n/a,n/a,90,0.43,0.53,Go to a snapshot of the SERP for create qr code online,130,1 month
eigenen qr code erstellen,Informational,n/a,0,390,,n/a,n/a,62,0.98,0.71,Go to a snapshot of the SERP for eigenen qr code erstellen,129,1 month
generate barcode,Informational,n/a,0,390,,n/a,n/a,64,0.64,0.04,Go to a snapshot of the SERP for generate barcode,129,1 month
generator qr online,Informational,n/a,0,390,,n/a,n/a,68,0.40,0.53,3,121,1 month
google qr code,Informational,n/a,0,390,,n/a,n/a,39,0.55,0.41,Go to a snapshot of the SERP for google qr code,104,1 month
google qr maker,Informational,n/a,0,390,,n/a,n/a,60,0.76,0.48,Go to a snapshot of the SERP for google qr maker,108,1 month
goqr.me/de,Navigational,n/a,0,390,,n/a,n/a,28,0.72,0.31,3,14.7K,1 month
kostenlose qr code scanner,Informational,n/a,0,390,,n/a,n/a,48,0.25,0.50,Go to a snapshot of the SERP for kostenlose qr code scanner,57M,1 month
kostenlose qr codes erstellen,Commercial,n/a,0,390,,n/a,n/a,60,0.83,0.79,8,128,1 month
link als qr code,Commercial,n/a,0,390,,n/a,n/a,40,0.64,0.73,6,122,1 month
link qr code,Commercial,n/a,0,390,,n/a,n/a,53,0.26,0.60,4,124,1 month
make qr code,Informational,n/a,0,390,,n/a,n/a,82,0.48,0.60,Go to a snapshot of the SERP for make qr code,127,1 month
make qr code online,Informational | Commercial,n/a,0,390,,n/a,n/a,89,0.43,0.53,Go to a snapshot of the SERP for make qr code online,129,1 month
qcode,Navigational,n/a,0,390,,n/a,n/a,42,0.50,0.11,Go to a snapshot of the SERP for qcode,120,1 month
qr code als bild,Informational,n/a,0,390,,n/a,n/a,36,0.76,0.17,5,128,1 month
qr code creator free,Commercial,n/a,0,390,,n/a,n/a,87,0.70,0.71,3,135,1 month
qr code erstelen,Informational,n/a,0,390,,n/a,n/a,61,0.66,0.71,Go to a snapshot of the SERP for qr code erstelen,125,1 month
qr code erstellen mit logo,Commercial,n/a,0,390,,n/a,n/a,44,1.24,0.35,Go to a snapshot of the SERP for qr code erstellen mit logo,127,1 month
qr code erstellen online,Commercial,n/a,0,390,,n/a,n/a,63,0.44,0.58,Go to a snapshot of the SERP for qr code erstellen online,76,1 month
qr code erstellen visitenkarte,Commercial,n/a,0,390,,n/a,n/a,20,2.03,1.00,7,116,1 month
qr code foto,Informational,n/a,0,390,,n/a,n/a,27,1.03,0.24,5,121,1 month
qr code free generator,Commercial,n/a,0,390,,n/a,n/a,88,0.64,0.64,2,131,1 month
qr code für visitenkarten,Commercial,n/a,0,390,,n/a,n/a,30,1.59,1.00,Go to a snapshot of the SERP for qr code für visitenkarten,116,1 month
qr code für überweisung erstellen,Informational,n/a,0,390,,n/a,n/a,19,0.73,0.08,7,131,1 month
qr code generator kostenlos dauerhaft,Informational | Commercial,n/a,0,390,,n/a,n/a,55,0.74,0.76,8,115,1 month
qr code generator monkey,Informational,n/a,0,390,,n/a,n/a,78,0.19,0.34,Go to a snapshot of the SERP for qr code generator monkey,128,1 month
qr code in google,Informational,n/a,0,390,,n/a,n/a,43,0.60,0.61,5,111,1 month
qr code kostenlos ohne anmeldung,Informational | Transactional,n/a,0,390,,n/a,n/a,58,0.40,0.65,Go to a snapshot of the SERP for qr code kostenlos ohne anmeldung,106,1 month
qr code kreieren,Commercial,n/a,0,390,,n/a,n/a,62,0.66,0.71,Go to a snapshot of the SERP for qr code kreieren,129,1 month
qr code mit bild,Informational,n/a,0,390,,n/a,n/a,25,0.76,0.17,9,125,1 month
qr code mit logo erstellen,Commercial,n/a,0,390,,n/a,n/a,44,1.14,0.57,5,132,1 month
qr codes visitenkarte,Informational,n/a,0,390,,n/a,n/a,26,1.55,1.00,7,118,1 month
qr koder,Informational,n/a,0,390,,n/a,n/a,71,0.39,0.04,Go to a snapshot of the SERP for qr koder,132,1 month
qr-code erstellen kostenlos,Informational,n/a,0,390,,n/a,n/a,62,0.74,0.74,Go to a snapshot of the SERP for qr-code erstellen kostenlos,128,1 month
qr-code generator free ohne anmeldung,Transactional,n/a,0,390,,n/a,n/a,50,0.29,0.65,7,116,1 month
qrcode builder,Informational,n/a,0,390,,n/a,n/a,92,0.58,0.61,Go to a snapshot of the SERP for qrcode builder,128,1 month
qrcode-generator,Commercial,n/a,0,390,,n/a,n/a,75,0.58,0.61,Go to a snapshot of the SERP for qrcode-generator,132,1 month
quick response code,Informational,n/a,0,390,,n/a,n/a,50,0.66,0.09,Go to a snapshot of the SERP for quick response code,132,1 month
text to qr code,Informational,n/a,0,390,,n/a,n/a,52,0.08,0.29,Go to a snapshot of the SERP for text to qr code,106,1 month
visitenkarten mit qr code erstellen,Informational,n/a,0,390,,n/a,n/a,24,2.03,1.00,7,128,1 month
visitenkarten qr code,Informational,n/a,0,390,,n/a,n/a,23,1.55,1.00,7,115,1 month
visitenkarten qr code erstellen,Commercial,n/a,0,390,,n/a,n/a,26,2.06,1.00,Go to a snapshot of the SERP for visitenkarten qr code erstellen,117,1 month
wifi qr code generator,Commercial,n/a,0,390,,n/a,n/a,29,0.30,0.44,5,124,1 month
wir code,Informational,n/a,0,390,,n/a,n/a,47,0.67,0.01,8,132,1 month
кюар код,Informational,n/a,0,390,,n/a,n/a,64,0.40,0.15,Go to a snapshot of the SERP for кюар код,129,1 month
barcode and qr code,Informational,n/a,0,320,,n/a,n/a,35,0.39,0.04,Go to a snapshot of the SERP for barcode and qr code,123,1 month
barcode kostenlos erstellen,Informational,n/a,0,320,,n/a,n/a,20,0.63,0.39,3,122,1 month
building a qr code,Informational,n/a,0,320,,n/a,n/a,73,0.48,0.60,8,127,1 month
create qr code from url,Informational,n/a,0,320,,n/a,n/a,96,0.69,0.70,Go to a snapshot of the SERP for create qr code from url,124,1 month
create qr codes,Commercial,n/a,0,320,,n/a,n/a,91,0.55,0.62,4,129,1 month
creating a qr,Informational,n/a,0,320,,n/a,n/a,80,0.55,0.62,7,119,1 month
developing qr codes,Informational,n/a,0,320,,n/a,n/a,95,0.49,0.59,5,59,1 month
enter your qr code content,Informational,n/a,0,320,,n/a,n/a,90,0.39,0.09,Go to a snapshot of the SERP for enter your qr code content,125,1 month
free qr code builder,Commercial,n/a,0,320,,n/a,n/a,90,0.70,0.71,7,131,1 month
freeware qr code,Informational,n/a,0,320,,n/a,n/a,53,0.76,0.72,Go to a snapshot of the SERP for freeware qr code,136,1 month
general qr,Commercial,n/a,0,320,,n/a,n/a,62,0.42,0.64,4,94,1 month
get a qr code,Informational,n/a,0,320,,n/a,n/a,67,0.57,0.61,Go to a snapshot of the SERP for get a qr code,127,1 month
getting qr code,Informational,n/a,0,320,,n/a,n/a,n/a,0.55,0.62,8,125,1 month
google qr code generator,Informational,n/a,0,320,,n/a,n/a,41,0.76,0.48,Go to a snapshot of the SERP for google qr code generator,108,1 month
google qr generator,Informational,n/a,0,320,,n/a,n/a,28,0.79,0.46,4,131,1 month
goqr,Navigational,n/a,0,320,,n/a,n/a,23,0.97,0.24,Go to a snapshot of the SERP for goqr,n/a,1 month
img qr code,Informational,n/a,0,320,,n/a,n/a,22,0.65,0.18,6,125,1 month
kody qr,Informational,n/a,0,320,,n/a,n/a,60,0.35,0.05,Go to a snapshot of the SERP for kody qr,66,1 month
kostenlos barcode erstellen,Navigational,n/a,0,320,,n/a,n/a,22,0.63,0.39,4,105,1 month
make qr from url,Informational,n/a,0,320,,n/a,n/a,88,0.64,0.66,5,120,1 month
me des,Informational,n/a,0,320,,n/a,n/a,41,1.96,0.03,5,25.1B,1 month
monkey qr code generator,Informational,n/a,0,320,,n/a,n/a,73,0.19,0.34,Go to a snapshot of the SERP for monkey qr code generator,116,1 month
my qr code,Informational,n/a,0,320,,n/a,n/a,37,0.57,0.42,Go to a snapshot of the SERP for my qr code,112,1 month
myqrcode,Navigational,n/a,0,320,,n/a,n/a,30,0.60,0.50,6,86,1 month
obtaining a qr code,Informational,n/a,0,320,,n/a,n/a,73,0.48,0.60,6,117,1 month
online qr code tester,Informational,n/a,0,320,,n/a,n/a,23,0.12,0.09,3,109,1 month
online reader qr code,Commercial,n/a,0,320,,n/a,n/a,67,0.25,0.07,Go to a snapshot of the SERP for online reader qr code,106,1 month
pdf in qr code,Commercial,n/a,0,320,,n/a,n/a,21,0.58,0.63,7,123,1 month
pdf to qr code,Informational,n/a,0,320,,n/a,n/a,18,0.60,0.69,Go to a snapshot of the SERP for pdf to qr code,129,1 month
qarkod,Informational,n/a,0,320,,n/a,n/a,35,0.00,0.33,Go to a snapshot of the SERP for qarkod,30.8K,1 month
qr code chimp,Navigational,n/a,0,320,,n/a,n/a,25,0.38,0.36,5,122,1 month
qr code erstellen adobe,Informational | Navigational,n/a,0,320,,n/a,n/a,35,0.86,0.11,Go to a snapshot of the SERP for qr code erstellen adobe,103,1 month
qr code erstellen canva,Informational,n/a,0,320,,n/a,n/a,35,1.04,0.25,6,107,1 month
qr code example,Informational,n/a,0,320,,n/a,n/a,73,0.46,0.22,Go to a snapshot of the SERP for qr code example,179M,1 month
qr code freeware,Commercial,n/a,0,320,,n/a,n/a,49,0.66,0.67,4,136,1 month
qr code für visitenkarte erstellen,Informational | Commercial,n/a,0,320,,n/a,n/a,30,1.52,0.95,7,145,1 month
qr code für website erstellen,Informational,n/a,0,320,,n/a,n/a,44,1.84,0.79,Go to a snapshot of the SERP for qr code für website erstellen,123,1 month
qr code genera,Commercial,n/a,0,320,,n/a,n/a,58,0.52,0.64,6,129,1 month
qr code generator contact info,Commercial,n/a,0,320,,n/a,n/a,38,1.16,0.73,7,109,1 month
qr code generator mit logo,Commercial,n/a,0,320,,n/a,n/a,38,0.92,0.22,6,130,1 month
qr code image,Informational,n/a,0,320,,n/a,n/a,36,0.74,0.16,Go to a snapshot of the SERP for qr code image,133,1 month
qr code kontakt,Informational,n/a,0,320,,n/a,n/a,29,1.54,0.41,Go to a snapshot of the SERP for qr code kontakt,125,1 month
qr code kontaktdaten,Informational,n/a,0,320,,n/a,n/a,24,1.40,0.64,6,125,1 month
qr code kostenlos dauerhaft,Informational,n/a,0,320,,n/a,n/a,58,0.82,0.68,Go to a snapshot of the SERP for qr code kostenlos dauerhaft,120,1 month
qr code kostenlos erstellen ohne anmeldung,Transactional,n/a,0,320,,n/a,n/a,39,0.49,0.73,5,114,1 month
qr code made,Informational,n/a,0,320,,n/a,n/a,79,0.57,0.61,Go to a snapshot of the SERP for qr code made,131,1 month
qr code maker google,Informational,n/a,0,320,,n/a,n/a,61,0.73,0.50,Go to a snapshot of the SERP for qr code maker google,103,1 month
qr code me,Informational,n/a,0,320,,n/a,n/a,42,0.38,0.32,6,89,1 month
qr code scan me,Informational,n/a,0,320,,n/a,n/a,57,0.65,0.23,3,110,1 month
qr code zum testen,Informational,n/a,0,320,,n/a,n/a,39,0.54,0.01,Go to a snapshot of the SERP for qr code zum testen,125,1 month
qr codes generator,Commercial,n/a,0,320,,n/a,n/a,90,0.58,0.61,Go to a snapshot of the SERP for qr codes generator,136,1 month
qr codes generieren,Commercial,n/a,0,320,,n/a,n/a,61,0.65,0.74,5,130,1 month
qr creator,Commercial,n/a,0,320,,n/a,n/a,70,0.58,0.61,Go to a snapshot of the SERP for qr creator,130,1 month
qr maker monkey,Navigational,n/a,0,320,,n/a,n/a,33,0.19,0.34,Go to a snapshot of the SERP for qr maker monkey,126,1 month
qr monkey code generator,Navigational,n/a,0,320,,n/a,n/a,76,0.19,0.34,Go to a snapshot of the SERP for qr monkey code generator,123,1 month
qr s,Informational,n/a,0,320,,n/a,n/a,19,0.48,0.02,Go to a snapshot of the SERP for qr s,139,1 month
qr vcard maker,Commercial,n/a,0,320,,n/a,n/a,38,1.16,0.73,5,121,1 month
qr код генератор,Informational,n/a,0,320,,n/a,n/a,74,0.31,0.33,Go to a snapshot of the SERP for qr код генератор,111,1 month
qr-code scanner online kostenlos,Informational | Commercial,n/a,0,320,,n/a,n/a,46,0.28,0.26,4,100,1 month
qrcode gen,Commercial,n/a,0,320,,n/a,n/a,59,0.58,0.61,Go to a snapshot of the SERP for qrcode gen,130,1 month
quare code,Informational,n/a,0,320,,n/a,n/a,75,0.48,0.24,Go to a snapshot of the SERP for quare code,137,1 month
random qr code,Informational,n/a,0,320,,n/a,n/a,30,0.54,0.04,Go to a snapshot of the SERP for random qr code,99,1 month
text to qr,Informational,n/a,0,320,,n/a,n/a,45,0.08,0.29,Go to a snapshot of the SERP for text to qr,100,1 month
the qr code generator,Informational,n/a,0,320,,n/a,n/a,81,0.96,0.54,4,135,1 month
url qr code generator,Commercial,n/a,0,320,,n/a,n/a,87,0.69,0.70,Go to a snapshot of the SERP for url qr code generator,123,1 month
visitenkarte als qr code erstellen,Informational,n/a,0,320,,n/a,n/a,25,2.06,1.00,Go to a snapshot of the SERP for visitenkarte als qr code erstellen,128,1 month
adobe qr codes,Transactional | Navigational,n/a,0,260,,n/a,n/a,35,1.38,0.03,5,n/a,1 month
aus link qr code machen,Commercial,n/a,0,260,,n/a,n/a,56,0.83,0.80,5,125,1 month
barcode creator,Navigational,n/a,0,260,,n/a,n/a,20,0.70,0.04,3,102,1 month
barcode ersteller,Navigational,n/a,0,260,,n/a,n/a,20,0.53,0.32,Go to a snapshot of the SERP for barcode ersteller,131,1 month
codegenerator,Informational,n/a,0,260,,n/a,n/a,64,1.98,0.26,5,126,1 month
create a qr code,Informational,n/a,0,260,,n/a,n/a,91,1.06,0.67,Go to a snapshot of the SERP for create a qr code,129,1 month
create qrcode,Informational,n/a,0,260,,n/a,n/a,92,0.57,0.61,Go to a snapshot of the SERP for create qrcode,131,1 month
createa a qr code,Informational,n/a,0,260,,n/a,n/a,96,0.57,0.61,Go to a snapshot of the SERP for createa a qr code,129,1 month
erstellen qr code mit logo,Informational,n/a,0,260,,n/a,n/a,40,1.24,0.35,Go to a snapshot of the SERP for erstellen qr code mit logo,129,1 month
fake qr,Informational,n/a,0,260,,n/a,n/a,34,0.00,0.02,Go to a snapshot of the SERP for fake qr,128,1 month
fake qr code,Informational,n/a,0,260,,n/a,n/a,30,0.00,0.02,Go to a snapshot of the SERP for fake qr code,129,1 month
free barcode,Informational,n/a,0,260,,n/a,n/a,66,0.91,0.02,4,134,1 month
generate a qr code for free,Commercial,n/a,0,260,,n/a,n/a,91,0.74,0.72,Go to a snapshot of the SERP for generate a qr code for free,130,1 month
generate qr code for wifi,Informational,n/a,0,260,,n/a,n/a,46,0.33,0.45,Go to a snapshot of the SERP for generate qr code for wifi,38,1 month
generate qr code from url,Informational,n/a,0,260,,n/a,n/a,87,0.73,0.73,Go to a snapshot of the SERP for generate qr code from url,122,1 month
get qr,Navigational,n/a,0,260,,n/a,n/a,28,0.55,0.48,7,123,1 month
getqr,Navigational,n/a,0,260,,n/a,n/a,33,0.55,0.48,6,n/a,1 month
goqr me de,Transactional | Navigational,n/a,0,260,,n/a,n/a,34,0.68,0.41,Go to a snapshot of the SERP for goqr me de,105,1 month
kostenlos qr code erstellen ohne anmeldung,Transactional,n/a,0,260,,n/a,n/a,38,0.61,0.74,6,117,1 month
kostenloses qr-code-scanner,Informational,n/a,0,260,,n/a,n/a,37,0.27,0.43,5,140,1 month
link into qr code,Commercial,n/a,0,260,,n/a,n/a,81,0.40,0.72,6,127,1 month
make a qr code,Commercial,n/a,0,260,,n/a,n/a,81,0.76,0.76,6,131,1 month
make qr code from url,Commercial,n/a,0,260,,n/a,n/a,87,0.69,0.70,Go to a snapshot of the SERP for make qr code from url,129,1 month
mein qr code,Informational,n/a,0,260,,n/a,n/a,30,0.46,0.45,Go to a snapshot of the SERP for mein qr code,137,1 month
meqr,Informational | Transactional,n/a,0,260,,n/a,n/a,28,0.28,0.41,5,141,1 month
mini qr code,Informational,n/a,0,260,,n/a,n/a,17,0.71,0.03,Go to a snapshot of the SERP for mini qr code,131,1 month
or code,Informational,n/a,0,260,,n/a,n/a,69,0.37,0.25,Go to a snapshot of the SERP for or code,126,1 month
printable qr code,Informational,n/a,0,260,,n/a,n/a,54,1.41,0.03,Go to a snapshot of the SERP for printable qr code,128,1 month
qe code,Informational,n/a,0,260,,n/a,n/a,70,0.48,0.24,Go to a snapshot of the SERP for qe code,130,1 month
qr chimp,Navigational,n/a,0,260,,n/a,n/a,34,0.27,0.39,Go to a snapshot of the SERP for qr chimp,109,1 month
qr code design,Informational,n/a,0,260,,n/a,n/a,52,1.01,0.57,Go to a snapshot of the SERP for qr code design,131,1 month
qr code for photo,Commercial,n/a,0,260,,n/a,n/a,30,1.03,0.24,6,129,1 month
qr code generator ch,Informational,n/a,0,260,,n/a,n/a,53,0.52,0.64,4,95,1 month
qr code generator com,Informational,n/a,0,260,,n/a,n/a,82,1.20,0.70,5,178,1 month
qr code generator google,Informational,n/a,0,260,,n/a,n/a,55,0.82,0.42,4,125,1 month
qr code generator gratis,Commercial,n/a,0,260,,n/a,n/a,63,0.67,0.71,Go to a snapshot of the SERP for qr code generator gratis,127,1 month
qr code generieren ohne anmeldung,Transactional,n/a,0,260,,n/a,n/a,48,0.38,0.74,3,115,1 month
qr code google,Informational,n/a,0,260,,n/a,n/a,38,0.55,0.41,Go to a snapshot of the SERP for qr code google,100,1 month
qr code mit canva erstellen,Informational,n/a,0,260,,n/a,n/a,34,1.43,0.33,7,105,1 month
qr code mit kontaktdaten,Informational,n/a,0,260,,n/a,n/a,23,1.54,0.41,Go to a snapshot of the SERP for qr code mit kontaktdaten,106,1 month
qr code ohne anmeldung,Transactional,n/a,0,260,,n/a,n/a,54,0.00,0.00,Go to a snapshot of the SERP for qr code ohne anmeldung,43,1 month
qr code scanner lotto,Informational,n/a,0,260,,n/a,n/a,62,1.24,0.28,6,135,1 month
qr code selber erstellen,Informational,n/a,0,260,,n/a,n/a,62,0.63,0.68,Go to a snapshot of the SERP for qr code selber erstellen,134,1 month
qr code svg,Informational,n/a,0,260,,n/a,n/a,44,0.49,0.16,4,102,1 month
qr code to link,Informational,n/a,0,260,,n/a,n/a,51,0.92,0.08,6,126,1 month
qr code vcf,Informational,n/a,0,260,,n/a,n/a,23,1.23,0.71,Go to a snapshot of the SERP for qr code vcf,121,1 month
qr code vektor,Informational,n/a,0,260,,n/a,n/a,n/a,0.79,0.01,5,101,1 month
qr code zum scannen,Informational,n/a,0,260,,n/a,n/a,44,0.43,0.01,7,136,1 month
qr generator free,Commercial,n/a,0,260,,n/a,n/a,84,0.65,0.70,3,128,1 month
qr sample,Informational,n/a,0,260,,n/a,n/a,72,0.70,0.13,6,135,1 month
qr url,Informational,n/a,0,260,,n/a,n/a,50,0.23,0.54,7,112,1 month
qr wwe supercard,Informational | Transactional,n/a,0,260,,n/a,n/a,60,0.00,0.33,4,136,1 month
qrcode test,Informational,n/a,0,260,,n/a,n/a,59,1.06,0.33,Go to a snapshot of the SERP for qrcode test,137,1 month
qrcode-monkey,Informational,n/a,0,260,,n/a,n/a,21,0.29,0.42,Go to a snapshot of the SERP for qrcode-monkey,8.9K,1 month
querkot,Commercial,n/a,0,260,,n/a,n/a,60,0.45,0.01,7,193,1 month
scan code qr online,Informational,n/a,0,260,,n/a,n/a,81,0.00,0.36,Go to a snapshot of the SERP for scan code qr online,99,1 month
scan me qr,Navigational,n/a,0,260,,n/a,n/a,19,0.88,0.31,5,106,1 month
text in qr code,Informational,n/a,0,260,,n/a,n/a,58,0.08,0.29,Go to a snapshot of the SERP for text in qr code,127,1 month
vcard qr code generator,Informational,n/a,0,260,,n/a,n/a,30,1.30,0.75,Go to a snapshot of the SERP for vcard qr code generator,100,1 month
visitenkarten als qr code,Informational,n/a,0,260,,n/a,n/a,22,1.34,1.00,5,131,1 month
wie qr code erstellen,Informational,n/a,0,260,,n/a,n/a,55,0.95,0.68,Go to a snapshot of the SERP for wie qr code erstellen,129,1 month
wr code,Informational,n/a,0,260,,n/a,n/a,70,0.48,0.24,Go to a snapshot of the SERP for wr code,133,1 month
2d code generator online,Navigational,n/a,0,210,,n/a,n/a,50,0.43,0.53,Go to a snapshot of the SERP for 2d code generator online,126,1 month
barcode erzeugen,Informational,n/a,0,210,,n/a,n/a,26,0.30,0.20,Go to a snapshot of the SERP for barcode erzeugen,133,1 month
barcode ohne zahlen,Informational,n/a,0,210,,n/a,n/a,17,0.00,0.33,6,118,1 month
barcode qr code,Informational,n/a,0,210,,n/a,n/a,37,0.39,0.04,Go to a snapshot of the SERP for barcode qr code,133,1 month
beispiel qr code,Informational,n/a,0,210,,n/a,n/a,24,0.98,0.20,6,134,1 month
bild in qr code umwandeln,Informational,n/a,0,210,,n/a,n/a,39,1.08,0.75,Go to a snapshot of the SERP for bild in qr code umwandeln,133,1 month
bild qr code,Informational,n/a,0,210,,n/a,n/a,19,0.67,0.28,5,126,1 month
code qr generator,Commercial,n/a,0,210,,n/a,n/a,92,0.52,0.64,6,136,1 month
codul qr,Informational,n/a,0,210,,n/a,n/a,48,0.51,0.01,7,135,1 month
coduri qr,Informational,n/a,0,210,,n/a,n/a,53,0.42,0.01,Go to a snapshot of the SERP for coduri qr,135,1 month
dbl qr code generator,Informational,n/a,0,210,,n/a,n/a,26,0.00,0.01,Go to a snapshot of the SERP for dbl qr code generator,114,1 month
erstellen qr code,Informational,n/a,0,210,,n/a,n/a,59,0.66,0.71,Go to a snapshot of the SERP for erstellen qr code,129,1 month
generate a code,Informational,n/a,0,210,,n/a,n/a,75,2.73,0.23,Go to a snapshot of the SERP for generate a code,131,1 month
generate free qr code,Commercial,n/a,0,210,,n/a,n/a,93,0.74,0.72,Go to a snapshot of the SERP for generate free qr code,132,1 month
generate qr code for pdf,Commercial,n/a,0,210,,n/a,n/a,32,0.73,0.59,7,123,1 month
generator web,Informational,n/a,0,210,,n/a,n/a,59,3.71,0.62,5,100,1 month
go qr,Navigational,n/a,0,210,,n/a,n/a,30,0.81,0.11,5,n/a,1 month
gratis qr scanner,Informational,n/a,0,210,,n/a,n/a,50,0.29,0.44,5,134,1 month
how to create a qr code,Informational,n/a,0,210,,n/a,n/a,88,0.84,0.63,8,101,1 month
hyperlink to qr code,Informational,n/a,0,210,,n/a,n/a,78,0.28,0.63,Go to a snapshot of the SERP for hyperlink to qr code,124,1 month
ich bin ein qr-code,Informational,n/a,0,210,,n/a,n/a,n/a,0.00,0.09,Go to a snapshot of the SERP for ich bin ein qr-code,135,1 month
kostenlos qr-code erstellen,Informational,n/a,0,210,,n/a,n/a,60,0.84,0.79,Go to a snapshot of the SERP for kostenlos qr-code erstellen,126,1 month
kostenlosen qr code generieren,Informational,n/a,0,210,,n/a,n/a,55,0.82,0.77,4,129,1 month
kostenloses qr code erstellen,Commercial,n/a,0,210,,n/a,n/a,56,0.83,0.79,8,132,1 month
link to qrcode,Informational,n/a,0,210,,n/a,n/a,71,0.28,0.63,Go to a snapshot of the SERP for link to qrcode,126,1 month
make qr code for wifi,Commercial,n/a,0,210,,n/a,n/a,43,0.33,0.45,Go to a snapshot of the SERP for make qr code for wifi,116,1 month
my qr,Navigational,n/a,0,210,,n/a,n/a,53,0.57,0.42,Go to a snapshot of the SERP for my qr,120,1 month
online barcode,Navigational,n/a,0,210,,n/a,n/a,28,1.31,0.04,4,n/a,1 month
online qr code,Informational,n/a,0,210,,n/a,n/a,77,0.30,0.27,Go to a snapshot of the SERP for online qr code,20,1 month
pdf in qr code umwandeln,Commercial,n/a,0,210,,n/a,n/a,21,0.86,0.75,8,128,1 month
pdf qr code,Commercial,n/a,0,210,,n/a,n/a,19,0.58,0.63,8,130,1 month
pdf qr code generator,Informational,n/a,0,210,,n/a,n/a,15,0.69,0.64,4,132,1 month
professional qr code generator,Informational,n/a,0,210,,n/a,n/a,71,1.71,0.61,5,131,1 month
q.r. mexico,Informational,n/a,0,210,,n/a,n/a,25,0.96,0.03,Go to a snapshot of the SERP for q.r. mexico,107,1 month
qe code monkey,Informational,n/a,0,210,,n/a,n/a,22,0.29,0.42,Go to a snapshot of the SERP for qe code monkey,101,1 month
qr barcode generator online free,Commercial,n/a,0,210,,n/a,n/a,90,0.50,0.66,Go to a snapshot of the SERP for qr barcode generator online free,115,1 month
qr code build,Commercial,n/a,0,210,,n/a,n/a,91,1.08,0.67,7,134,1 month
qr code create,Commercial,n/a,0,210,,n/a,n/a,84,0.42,0.64,4,133,1 month
qr code drucken lassen,Informational,n/a,0,210,,n/a,n/a,10,1.30,1.00,6,108,1 month
